line,folktale.ID,transcription,gloss,english,japanese,,
3.103,K7803231UP,"ene a= kor son suke =an wa a= ere hi ka isam wa,",like.this 4.A= have beloved.child cook =4.S and 4.A= eat-CAUS thing/place/time even not.exist and,We cannot cook for and feed our son.,息⼦に料理を作って⾷べさせてやることもできずにいたのだ。,,
3.104,K7803231UP,orano a= kor son *sore… pon hi ne anakne,then 4.A= have beloved.child -- be.small thing/place/time COP TOP,"While our son was young,",そして、息⼦が⼩さかったときには、,,
3.105,K7803231UP,"usa okay pe a= kar wa ani a= parkoinunnunte ayne,",various exist.PL thing/person 4.A= make and by/with 4.A= NI.mouth-to.APPL-APASS-suck-suck-CAUS finally,we prepared many foods which we fed him by mouth.,⾊々なものを作っては、それを⼝うつしに吸わせて、,,
3.106,K7803231UP,ipe easkay orano anakne,eat about.APPL-be.able then TOP,"Once he could eat by himself,",⼀⼈前に⾷事がでいるようになってからは、,,
3.107,K7803231UP,na pewre =an pa h_i ta anakne ermu *ne… ermu anakne *a… yaykata a= e pa yakka,yet be.young =4.S PL thing/place/time at TOP mouse -- mouse TOP -- by.oneself 4.A= eat PL although,"we were still young so we ate mice,",まだ私たちが若いときには、ネズミは私たちが⾃分で⾷べたけれど、,,
3.108,K7803231UP,"usa cikap usa isepo cironnup ne yakka a= rayke wa, a= kor son kasuy a= e a korka,",various bird various hare fox COP although 4.A= die=CAUS and 4.A= have beloved.child help/with? 4.A= eat PERF.SG but,"but we caught birds, rabbits and fox and ate them with our son. But,",⿃やウサギやキツネを捕って息⼦と⼀緒に⾷べていた。けれど、,,
3.109,K7803231UP,tane onne =an pa wa cikappo poka a= eomuken.,already be.old =4.S PL and bird-DIM only 4.A= about.APPL-have.a.bad.hunt,"now we are older, and we cannot even catch small birds.",もはや年をとって、⼩⿃も捕れなくなってしまった。,,
3.110.,K7803231UP,"onne =an pa p ne kus ki wa,",be.old =4.S PL NMLZ COP because do and,Since we became old we cannot catch them.,年取ってできなくなり、,,
3.111,K7803231UP,"a= kor son a= iperusuyka a= erampokiwen wa kusu,",4.A= have beloved.child 4.A= eat-DESID-CAUS 4.A= about.APPL-fell.sorry and because,"We cannot bear to let our son go hungry,",息⼦を空腹にさせるのはかわいそうなので、,,
3.112,K7803231UP,kasuy imaype poka somo a= ki no oka =an.,help/with? APASS-roast-food only NEG 4.A= do and exist.PL =4.S,"so we did not eat even the grilled foods with him,",焼いたものを⼀緒にたべることもせずにいて、,,
3.113,K7803231UP,"ora ermu a= ronnu wa,",then mouse 4.A= kill.PL and,and instead caught and ate mice.,ネズミを捕って⾷べていた。,,
3.114,K7803231UP,a= e humi a= kor son nukar … nu wa,4.A= eat NONVIS.EV have beloved.child see -- hear and,"Our son heard this,",その⾳を息⼦が聞いて、,,
3.115,K7803231UP,orano a= ehotke h_i arpa wa nukar_ ruwe ka *aeram ...,then 4.A= at/with.APPL-sleep thing/place/time go.SG and see INFR.EV even -- --,and (we know) he came to our bedroom to have a look.,私たちの寝床まで来て⾒たことも,,
3.116,K7803231UP,a= eraman.,4.A= know,We know (that).,知っている。,,
3.117,K7803231UP,orano po hene a= kor son a= erampokiwen kor inkar =an akus,then still.more for.example 4.A= have beloved.child 4.A= about.APPL-feel.sorry and look =4.S then,We felt so sorry for our son. We looked around,というわけで、あんまり息⼦が気の毒なので、⾒渡してみると、,,
3.118,K7803231UP,"ecioka eci= oka wa kusu,",2PL 2PL.S= exist.PL and because,"and since you were there,",お前たちがいたので、,,
3.119,K7803231UP,"a= eci= yaynu ani eci= sap ruwe ne kusu,",4.A= 2.PL.O= REFL-hear-CAUS by/with 2.PL.S= front.place-INTR.PL INFR.EV COP because,we conveyed our thoughts and you came.,お前たちに思わせて下りてこさせたのだ。だから、,,
3.120.,K7803231UP,"nisatta an ciki eci= suke wa ipe =an ciki oraun,",tomorrow exist.SG if 2PL.S= cook and eat =4.S if then,"Tomorrow, after you cook and eat,",明⽇朝⾷を作って⾷べた後、,,
3.121,K7803231UP,"puyar sikrap ka ta oka =an nankor kusu,",window eyelashes top at exist.PL =4.S probably because,we will probably be onto the windowsill there.,私たちは窓枠の上にいるだろうから、,,
3.122,K7803231UP,usa eci= i= cotca wa eci= i= hopunpare. eci= i= kore p ne.,various 2.PL.A= 4.O= shoot and 2PL.A 4.O= bottom.PF-lift-TR.PL CAUS 2PL.A= 4.O= have-CAUS NMLZ COP,"Shoot us, and send our souls for our sake.",私たちを射て、魂を送っておくれ。,,
3.123,K7803231UP,"ora a= kor son anakne sorekus a= epunkine kus kosne kosne wa,",then 4.A= have beloved.child TOP exactly 4.A= about.APPL-guard-COP because be.light.in.weight be.light.in.weight and,"As to our son, we will watch over him so he will become nimble",そうしたら、わが息⼦は私たちが⾒守って、軽い⾜取りの持ち主になり、,,
3.124,K7803231UP,sorekus pakno nispa isam nispa a= kor son ne wa,exactly still-ADV rich.man not.exist rich.man 4.A= have beloved.child COP and,and live richer than anyone.,並ぶもののない⻑者になるから、,,
3.125,K7803231UP,"eci= epirka nankor kus ne na.""",2PL.A= with.APPL-be.good probably intention COP SGST,You two will also become happy.”,お前たちもそれで幸せになるだろうぞ」,,
3.126,K7803231UP,sekor kane nea a= kor ekasi hawean.,QUOT somewhat that 4.A= have grandfather/elder-POSS voice-POSS-exist.SG,So said my grandfather.,と、おじいさんは⾔った。,,
3.127,K7803231UP,"a= kor huci ka hotke okake ta ki ruwe ne hine oraun,",4.A= have grandmother even sleep end/behin-place at do INFR.EV COP and then,"He said this after grandmother had gone to bed,",おばあさんが床についた後でそういったので、,,
3.128,K7803231UP,"orano cis =an a =an a,",then cry =4.S ITR =4.S ITR,so I was overwhelmed with tears.,私は涙に暮れた。,,
3.129,K7803231UP,“iteki a= kor son nisatta anakne iteki e= cis pe ne na.,PROH 4.A= have beloved.child tomorrow TOP PROH 2SG.S= cry NMLZ COP SGST,"Son, tomorrow you must not cry.",「息⼦よ、明⽇は決して泣くのではないよ。,,
3.130.,K7803231UP,a= e= epunkine ora.,4.A= have grandmother 4.A= have grandfather/elder-POSS QUOT 2SG.S= voice-POSS-exist.SG and,"We will be watching over you,",私たちがお前を⾒守ってやるから、,,
3.131,K7803231UP,`a= kor huci a= kor ekasi' sekor e= hawean kor,4.A= have grandmother 4.A= have grandfather/elder-POSS QUOT 2SG.S= voice-POSS-exist.SG and,"so saying “Grandmother, Grandfather”",『おばあさん、おじいさん』と⾔いながら、,,
3.132,K7803231UP,yuk ka kamuy ka nuwe e= koan. sorekusu ki nankor kusu,deer even bear even abundant.game 2SG.A= to.APPL-exist.SG exactly do probably because,"you will probably catch many deer and bears, so",シカでもクマでもたくさん捕れるだろうから、,,
3.133,K7803231UP,"i= imekkar yakne,",4.O= share.food-with.APPL then,"if you share your catch with us,",私たちにおすそ分けしてくれれば、,,
3.134,K7803231UP,"a= e= pirkare p ne ruwe ne na.""",4.A= 2SG.O= be.good-CAUS NMLZ COP INFR.EV COP SGST,"we will make you happy,”",私たちがお前を幸せにしてやるからな」,,
3.135,K7803231UP,"sekor a= kor ekasi hawean ora,",QUOT 4.A= have grandfather/elder-POSS voice-POSS-exist.SG then,said grandfather.,おじいさんはそう⾔い、,,
3.136,K7803231UP,cis =an a =an kor rewsioka =an h_ine,cry =4.S ITR =4.S and lodge-exist.PL =4.S and,I spent the night crying.,私は泣きながらその晩を過ごしました。,,
3.137,K7803231UP,"suy nerok okkaypo utar kuneywa an y_ak suke pa hine,",again those man-DIM PL morning exist.SG if cook PL and,"The next morning, the young men cooked, and",翌朝またあの若者たちが⾷事のしたくをし、,,
3.138,K7803231UP,a= kor ekasi sorekus pirka uskehe kopunpa,4.A= have grandfather/elder-POSS exactly be.good place-POSS to.APPL-lift-TR.PL,served grandfather the most delicious parts.,おじいさんにおいしいところをよそりました。,,
3.139,K7803231UP,orano a= kor ekasi onkami a onkami a.,then 4.A= have grandfather/elder-POSS worship ITR worship ITR,"Then grandfather saluted many times,",おじいさんは何度も礼拝をし、,,
3.140.,K7803231UP,a= kor huci ne yakka etuhu karkar kor ipe oka an.,4.A= have grandmother COP although nose-POSS make-make and food end/behind exist.SG,and grandmother scratched below her nose while finishing her meal.,おばあさんも⿐の下をこすりながら⾷べ終えました。,,
3.141,K7803231UP,"asinuma ka ne okkaypo utar ka ipe okerpa ruwe ne akus ora,",4.SG even this/that man-DIM PL even eat finish-TR.PL INFR.EV COP then then,"When I and the young men finished our breakfast,",私も若者たちも⾷事を終えると、,,
3.142,K7803231UP,a= kor ekasi hoskino arpa hine,4.A= have grandfather/elder-POSS before-ADV go.SG and,grandfather (transformed into a cat and) went to,先におじいさんが（猫の姿になって）⾏って,,
3.143,K7803231UP,"poro puyar【7】 sikrap ka ta, puyar sikrap ka ta an ruwe ne akus,",be.big/old window eyelashes top at window eyelashes top at exist.SG INFR.EV COP then,the large window. He jumped onto the windowsill.,⼤窓の窓枠の上にとび乗りました。,,
3.144,K7803231UP,"os a= kor huci arpa hine suy cape, onne okere cape ne pa hine,",back 4.A= have grandmother go.SG and again cat be.old finish cat COP PL and,"Grandmother also transformed into an old cat,",その後、おばあさんも年⽼いた猫になって、,,
3.145,K7803231UP,"puyar sikrap ka ta oka ruwe ne akusu,",window eyelashes top at exist.PL INFR.EV COP then,and the two of them sat together on the windowsill.,ふたりで窓枠の上に並びました。,,
3.146,K7803231UP,"kiyanne okkaypo a= ekasihi cotca,",elder man-DIM 4.(A)= grandfather/elder-POSS shoot,The older youngster shot grandfather,年上の若者がおじいさんを射、,,
3.147,K7803231UP,"poniwne okkaypo a= suci cotca orano,",younger man-DIM 4.(A)= grandmother-POSS shoot then,and then the younger man shot grandmother.,年下の若者がおばあさんを射ました。,,
3.148,K7803231UP,"“a= ekasi, a= suci.""",4.(A)= grandfather/elder-POSS 4.(A)= grandmother-POSS,"“Grandfather, grandmother”,",「おじいさん、おばあさん」,,
3.149,K7803231UP,"sekor hawean =an kor paraparak =an h_ikeka,",QUOT voice-POSS-exist.SG =4.S and cry =4.S though,I screamed and cried.,と⾔いながら、私は泣き喚きましたが、,,
3.150.,K7803231UP,"nea okkaypo utar,",that man-DIM PL,"but the young men [said],",若者たちは、,,
3.151,K7803231UP,"“somo e= cis kuni ekasi ye a p hnta e= ciskar h_aw an.""",NEG 2SG.S= cry should/going/surely.COMP grandfather/elder-POSS say/tell PERF.SG but why 2SG.A= cry-TR voice exist.SG,"“Your grandfather told you not to cry, so why are you crying?”",「おじいさんに泣くなといわれていたのに、お前は何で泣いているんだ」,,
3.152,K7803231UP,"sekor haweoka kor ki hine ora,",QUOT voice-POSS-exist.PL and do and then,they said.,といわれました。,,
3.153,K7803231UP,a= kor ekasi a= kor huci inawke rok ke rok pa hine,4.A= have grandfather/elder-POSS 4.A= have grandmother NI.inaw-whittle ITR.PL whittle ITR.PL whittle ITR.PL PL and,The two of them carved many inaw for grandfather and grandmother.,そして、ふたりはおじいさんおばあさんのためにイナウをたくさん削り、,,
3.154,K7803231UP,"kam pirka hi cep pirka hi turano hopunpare pa ruwe ne hine,",meat be.good thing/place/time fish be.good thing/place/time together.with-ADV bottom.PF-lift-TR.PL-CAUS PL INFR.EV COP and,"They offered delicious meat and delicious fish, and sent (their souls).",おいしい⾁おいしい⿂を添えて(魂を)送りました。,,
3.155,K7803231UP,orano konto ne toho ta ne a= uni ta rewsi =an.,then then this/that day-POSS at this/that 4.(A)= home at lodge =4.S,They spent that day and night at my home.,そしてその⽇も家でひと夜をすごしました。,,
3.156,K7803231UP,ora isimne nea o… okkaypo utar_,then tomorrow that -- man-DIM PL,"Then next day, those men…",翌⽇になると、その若者たちは…,,
3.157,K7803231UP,"tane apkas ka a= enitan pe ne kus,",already walk even 4.A= about.APPL-fast NMLZ COP because,My legs were fast so,もう（⼤きくなって）私は⾜が速いものですから、,,
3.158,K7803231UP,"a= tura pa hine orano,",4.A= go.together.with PL and then,I took [the young men] and,若者たちと連れ⽴って,,
3.159,K7803231UP,"pet turasi paye =an pa ruwe ne akusu,",river upstream go.PL =4.S PL INFR.EV COP then,we went up the river.,川をのぼって⾏きました。,,
3.160.,K7803231UP,"siranke p ne an h_ine tunasno sirepa =an pa hine,",NI.appearance-be.close thing/person as exist.SG and fast-ADV NI.appearance-arrive.at =4.S PL and,"Since it was close by, we reached my uncle’s village right away",近いものですから、すぐに叔⽗の村に到着すると、,,
3.161,K7803231UP,"nani kotan noski ta ahup pa,",immediately village middle at inside.house-INTR.PL PL,and entered the house at the middle of the village.,村の真ん中の家に⼊りました。,,
3.162,K7803231UP,"“hokure hokure ahun =an yak pirka pirka.""",quickly quickly inside.house-INTR.SG =4.S if be.good be.good,"“Here, come on in,”",「さあさあ、⼊れ⼊れ」,,
3.163,K7803231UP,"sekor haweoka hine ahun =an ruwe ne akus,",QUOT voice-POSS-exist.PL and inside.house-INTR.SG =4.S INFR.EV COP then,they said so we entered.,というので、家に⼊ると、,,
3.164,K7803231UP,"caca kamuy ka rupnemat kamuy ka an h_ine,",old.man god even old-woman god even exist.SG and,A solemn old man and old woman were inside.,神々しいおじいさんとおばあさんがいて、,,
3.165,K7803231UP,"“hinak wa iiyomapka an hekaci eci= tura ruwe an.""",where from APASS-APASS-cherish-CAUS exist.SG boy 2PL.A= go.together.with INFR.EV exist.SG,"“You, where did you find such a cute boy?”",「お前たち、どこからこんなかわいらしい男の⼦を連れてきたんだい」,,
3.166,K7803231UP,"sekor hawean wa,",QUOT voice-POSS-exist.SG and,(the man) said.,というと、,,
3.167,K7803231UP,"poro a= yupi onaha kopasrota,",be.big/old 4.(A)= older.brother-POSS father-POSS to.APPL-swear,The older brother started yelling at his father.,⼤きい兄さんが⽗親にどなりつけました。,,
3.168,K7803231UP,"“a= ona sorekus a= aca kotanuhu topattumi oyan h_i a= ye yakka,",4.(A)= father.POSS exactly 4.(A)= uncle.POSS village-POSS night.raid(er) at.APPL-land-INTR.SG thing/place/time 4.A= say/tell although,"“Father, even when it was said that uncle’s village was attacked by the Toppatumi,",「親⽗は、おじさんの村がトパットゥミに襲われたというのに、,,
3.169,K7803231UP,apkas ka somo ki.,walk even NEG do,you did not go.,⾏きもしないで。,,
3.170.,K7803231UP,"apkasrusuy =an wa sapte =an ruwe ne akusu,",walk-DESID =4.S and front.place-INTR.PL-CAUS =4.S INFR.EV COP then,We went down the mountain to have a look and,俺たちが⾏ってみたくなって⼭を下りると、,,
3.171,K7803231UP,sorekus onne cape onne huci resu wa sorekus an. a= pa ruwe ne.,exactly be.old cat be.old grandmother raise-TR.SG and exactly exist.SG 4.A= find INFR.EV COP,found this boy being raised by an old female cat.,この⼦を年⽼いたネコのおばあさんが育てているのを⾒つけたんだ。,,
3.172,K7803231UP,"a= wenonaha.""",4.(A)= bad-father-POSS,"You bad father,”",この悪い親⽗め」,,
3.173,K7803231UP,"sekor haweoka ruwe ne kor onaha kopasrotatpa ruwe ne akusu,",QUOT voice-POSS-exist.PL INFR.EV COP and father-POSS to.APPL-swear INFR.EV COP then,they said as they chastised his father.,そう⾔いながら、⽗親を責め⽴てた。,,
3.174,K7803231UP,“apkas =an h_ikeka katuhu ka a= erampewtek wa kusu.,walk =4.S though shape-POSS even 4.A= not.know and because,"“Even if I had gone, I wouldn’t have known what was happening so",「⾏ってみたところで様⼦がわからないから、,,
3.175,K7803231UP,sinnurappa =an y_akne tuymano oka yakka,hold.a.memorial.service.for.ancestor =4.S then far-ADV exist.PL although,"I kept on making offerings, even though If they stayed far.",遠く離れてはいても、供養をすれば,,
3.176,K7803231UP,"sinrit or_ ta a= eramuan pe ne wa kusu,",ancestors place at 4.A= know NMLZ COP and becuase,"It was recognized at the place of ancestors,",先祖のもとで（そこにいる死者たちが、供養されたことを）わかるものだから、,,
3.177,K7803231UP,icarpa =an anak ki awa,APASS-sprinkle-TR.PL -4.S TOP do while,so I kept making offerings [to our ancestors].,供養をしていたんだが、,,
3.178,K7803231UP,"kamuy okay pe sone kus, a= kor son siknu a= nukar hawe ene an h_i.""",god exist.PL NMLZ tru-COP for 4.A= have beloved.child be.alive 4.A= see REP.EV like.this exist.SG thing/place/time,"But it is truly thanks to the Kamui that I [could] see like this that this child was alive,”",カムイのおかげでこんなふうにこの⼦が⽣きているのを⾒ることができたのだなあ」,,
3.179,K7803231UP,"sekor hawoka kor, i= ka ta ukoparaparak pa.",QUOT voice-exist.PL and 4.O= top at REC-to.APPL-cry PL,they (=the uncle and other villagers) said standing over me and crying.,おじや村⼈はそう⾔いながら、私の上で泣きあった。,,
3.180.,K7803231UP,katkemat ne ya menoko ne ya uekarpa.,wife COP Q woman COP Q father,Wives and daughters gathered,奥さんたちも娘さんたちも集まり、,,
3.181,K7803231UP,onispane uekarpa wa kusu i= yaykomuraypa.,bottom.POSS.PF?-rich.man-COP gather and because 4.O= REFL-to.APPL-hug,and even the elders came to hold me.,⻑者たちも集まってきて私を抱きしめた。,,
3.182,K7803231UP,"cise kor katkemat cise kor_ nispa, onne nispa i= yaykomuraypa pa kor",house have wife house have rich.man be.old rich.man 4.O= REFL-to.APPL-hug PL and,The wife and husband of the house and the old man (?) also held me and cried.,家の奥さんも主⼈も年⽼いた⻑者も（？）私を抱きしめながら、,,
3.183,K7803231UP,"orano, ki ruwe ne orano an =an siri ene an h_i.",then do INFR.EV COP then exist.SG =4.S VIS.EV like.this exist.SG thing/place/time,So they did (cried). Then my life was as follows.,そうした（泣きあった）。それからの暮らしは、,,
3.184,K7803231UP,"orano sorekus menoko ka a= yuputari matakutari ka tun an pe ne an wa,",then exactly woman even 4.(A)= older.brother-PL-POSS younger.sister-PL-POSS even two-person.CLF exist.SG thing/person as exist.SG and,The brothers had two younger sisters,そして、兄さんたちには妹がふたりいて、,,
3.185,K7803231UP,pirka amip kar wa i= mire pa.,be.good 4.A-wear-thing make and 4.O= wear-CAUS PL,who made me beautiful garments to wear.,⽴派な着物を作って私に着させてくれた。,,
3.186,K7803231UP,ineapkusun i= omap wa iki pa ya ka a= eramiskari.,EXCL 4.O= cherish and APASS-do PL Q even 4.A= not.know,How they adored me!,なんとわたしをかわいがってくれることか。,,
3.187,K7803231UP,sirkunne kor a= yuputari i= ukoeunarpa【8】.,NI.appearance-black when/if 4.(A)= older.brother-PL-POSS 4.O= REC-to.APPL-begrudge-TR.PL,"At night the brothers would start fighting over me,",夜になると兄さんたちが、私を取り合いし、,,
3.188,K7803231UP,"i= tumam kusu i= ukoeunarpa kor orano a= i= pirkakor orano,",4.O= sleep.embracing for 4.O= REC-to.APPL-begrudge-TR.PL and then 4.A= 4.O= good-have then,they would start fighting over who got to hold me to sleep. They cherished me.,私を抱いて寝ようとして取り合いをしながら、⼤事にしてくれる。,,
3.189,K7803231UP,tane apkasenitan =an.,already walk-about.APPL-fast =4.S,"My step was faster,",もう歩くのも早くなり、,,
3.190.,K7803231UP,"nep ka a= kar yakun a= enitan pe ne kus,",what even 4.A= make if/tehn 4.A= about.APPL-fast NMLZ COP because,"and I could do many things faster,",何をするのでも⼿早くできるようになったので、,,
3.191,K7803231UP,"a= sautari iyuta kor, a= tunaskor orano,",4.(A)= older.sister-PL-POSS APASS-EP-pound when/if 4.A= quickly-have? then,so when the sisters started to make dumplings I would do it first.,姉さんたちが杵つきをすると先回りしてやる。,,
3.192,K7803231UP,"“a= kor son, a= aktonoke, sorekus somo i= kasuy yakka pirka p",4.A= have beloved.child 4.(A)= younger.brother-lord-place exactly NEG 4.O= help although be.good but,"“Young boy, little noble brother, you do not have to help us.",「ぼうや、弟殿は私たちのことを⼿伝わなくてもいいのに、,,
3.193,K7803231UP,"ene ene nen poka nepki rusuy."" sekor.",like.this like.this what only work DESID QUOT,"but if you (really) want to work do this,” they would say.",何とか仕事したいものだから、こんなことをして」と⾔う。,,
3.194,K7803231UP,"nina pa kor a= tura wa,",gather.firewood PL and 4.A= go.together.with and,"When I went to collect firewood with them,",薪採りに⼀緒に⾏くと、,,
3.195,K7803231UP,nisike =an nina =an,hump.firewood =4.S gather.firewood =4.S,I would gather the firewood and,薪を採って、,,
3.196,K7803231UP,nep a= eyarus(?) ka somo ki no a= kar.,what 4.A= -- even NEG do and 4.A= do,without eyarus(?).,何もeyarus（？）もせずに薪を背負う。,,
3.197,K7803231UP,ineapkusun nepkieaskay =an wa iki =an y_akka yuptek =an.,EXCL work-about.APPL-be.able =4.S and APASS-do =4.S although hard.working =4.S,"Though I was very skillful at his job, I was [also] a hard worker.",私はとても仕事がよくできて働き者であった。,,
3.198,K7803231UP,"sorekus pak yuptek kur isam pe a= ne wa,",exactly  till hard.working person not.exist thing/person 4.A= COP and,I worked harder than anyone else.,それこそこれほど働き者はいないくらいであったが、,,
3.199,K7803231UP,"ki rapokke poro =an h_i orano a= yuputari a= tura wa ekimne =an kor,",do during-place be.big/old =4.S thing/place/time then 4.(A)= older.brother-PL-POSS 4.A= go.together.with and go.to.the.mountains =4.S when/if,"When I grew up, I went hunting in the mountains with my brothers.",そのうちに⼤きくなると、兄さんたちと⼀緒に⼭に狩に⾏くようになる。,,
3.200.,K7803231UP,"a= yuputari,",4.(A)= older.brother-PL-POSS,"Older brothers said,",すると、兄さんたちは、,,
3.201,K7803231UP,"“tap a= akihi kuwehe【9】 tap ne ruwe ne.""",this 4.(A)= younger.brother-POSS bow.trap-EP-POSS this INFR.EV COP,"“This is our brother’s bow,",「これは弟の⼸だぞ」,,
3.202,K7803231UP,"sekor haweoka kor kuari pa kor,",QUOT voice-POSS-exist.PL and bow.trap-put.PL PL when/if,"Saying so, they set up a bow for me.",と⾔いながら、⼸を仕掛けていく。,,
3.203,K7803231UP,kuneywa paye =an kor,morning go.PL =4.S when/if,"When we went in the morning,",そして朝になって⾏くと、,,
3.204,K7803231UP,"po hene a= kuwehe po hene yuk ka kamuy ka us kor, orano",still.more for.example 4.(A)= bow.trap-EP-POSS still.more for.example deer even bear even attatch.to when/if then,there were more deer and bear caught in my bow.,私の⼸のほうにシカもクマもたくさん掛かっている。すると、,,
3.205,K7803231UP,"""neun tek a= akihi iki yakka a= eyaykopuntek pe",how momentary? 4.(A)= younger.brother-POSS APASS-do although 4.A= about.APPL-REFL-rejoice.about but,“Whatever younger brother does makes us happy.,「弟が何をしても嬉しいというのに、,,
3.206,K7803231UP,ene ison hene pirka hene ki siri an h_i an.,like.this take.a.lot.of.game for.example be.good for.example do VIS.EV exist.SG thing/place/time exist.SG,"It is wonderful that you are such a great hunter”,",こんなに狩が上⼿で優秀なことよ」,,
3.207,K7803231UP,"sekor a= yuputari haweoka kor,",QUOT 4.(A)= older.brother-PL-POSS voice-POSS-exist.PL and,they would say,と、兄たちは⾔いながら,,
3.208,K7803231UP,"heru iri takup ki pa【10】 wa,",only APASS-skin only do PL and,and only skin the catch.,解体だけをして、,,
3.209,K7803231UP,"a= se wa iwak =an kor,",4.A= shoulder and return =4.S when/if,"When we went home with the catch on our back,",獲物を背負って家に戻ると、,,
3.210.,K7803231UP,"orano a= acaha sorekus i= henkotpa i= ekopuntek a i= kopuntek a,",then 4.(A)= uncle-POSS exactly 4.O= nod.to 4.O= about.APPL-be.pleased with ITR 4.O= be.pleased.with ITR,uncle would also nod to me and be so happy.,おじはうなずいて⼤変喜んでくれ、,,
3.211,K7803231UP,a= unarpehe ne yakka ki kor orano oka =an.,4.(A)= aunt-POSS COP although do and then exist.PL =4.S,Aunt would also be so happy.,おばも同様に喜んでくれる。,,
3.212,K7803231UP,nep a= e rusuy ka nep a= kor_ rusuy ka somo ki no oka =an.,what 4.A= eat DESID even what 4.A= have DESID even NEG do and exist.PL =4.S,I lived this way without desiring food or things.,そんなふうにして、何を⾷べたいとも何を欲しいとも思わずに暮らしていた。,,
3.213,K7803231UP,oraun yaykata iramante =an h_i,then by.oneself APASS-hunt =4.S thing/place/time,"When I (was old enough to) go hunting alone,",そして、⾃分⾃⾝で狩をするようになると、,,
3.214,K7803231UP,"orano soy ta san a= kar wa iwak =an kor pisno,",then outside at shelf 4.A= make and return =4.A when/if every-ADV,"I made shelves outside, and each time I came back from the mountains",外に棚を作って、⼭から戻ってくるたびに、,,
3.215,K7803231UP,"“a= kor huci a= kor ekasi a= imekkar siri ne.""",4.A= have grandmother 4.A= have grandfather/elder-POSS 4.A= share.food-with.APPL VIS.EV COP,"“Grandmother, grandfather, this is for you.”",「おばあさん、おじいさんにおすそ分けしますよ」,,
3.216,K7803231UP,"sekor hawean =an kor,",QUOT voice-POSS-exist.SG =4.S and  ,I would say,と⾔いながら,,
3.217,K7803231UP,"a= ari kor oar isam h_i anak,",4.A= put/place.PL when/if completely not.exist thing/place/time TOP,"as I placed meat there. The meat would disappear,",⾁を置くと、すっかり無くなってしまう。,,
3.218,K7803231UP,"a= kor huci a= kor ekasi uyna wa ne kuni a= ramu kusu,",4.A= have grandmother 4.A= have grandfather/elder-POSS take.PL and COP should/going/surely.COMP 4.A= think because,so I figured that grandfather and grandmother must had taken it.,ということはおじいさんおばあさんが持っていったのだなと思っていた。,,
3.219,K7803231UP,a= kemaha kosne kosne wa,4.(A)= leg-POSS be.light.in.weight be.light.in.weight and,"My legs were very nimble,",私は⾜がとても軽く、,,
3.220.,K7803231UP,"nep a= kar yakka apkas hene a= ki kor orano oka =an ayne,",what 4.A= make although walk for.example 4.A= do and then exist.PL =4.S finally,and I passed each day with a light footstep.,何をするのでも軽い⾜取りでやって暮らしていた。,,
3.221,K7803231UP,"a= yuputari ka matkor wa sinna oka,",4.(A)= older.brother-PL-POSS even wife-have and another exist.PL,"The brothers got married, and lived separately.",そのうちに兄さんたちも結婚して別の家に暮らすようになった。,,
3.222,K7803231UP,"orano a= aca anakne,",then 4.(A)= uncle-POSS TOP,"Uncle [would say],",するとおじさんが、,,
3.223,K7803231UP,"“a= kor son sorekus a= eoripak yakka i= koyantone pe ne ruwe ne.""",4.A= have beloved.child exactly 4.A= to.APPL-show.respect although 4.O= to.APPL-stay NMLZ COP INFR.EV COP,“How dreadful that this boy is living here with us.”,「息⼦殿を我が家に住まわせておいて、おそれおおいことだ」,,
3.224,K7803231UP,"sekor kane hawean pe ne kus,",QUOT somewhat voice-POSS-exist.SG NMLZ COP because,"he would say, so",などと⾔うので、,,
3.225,K7803231UP,ora pirka menoko a= yuputari etun wa i= korpare hine,then be.beautiful woman 4.(A)= older.brother-PL-POSS receive.a.bride and 4.O= have-PL-CAUS and,"the brothers brought me a beautiful woman for a wife,",兄さんたちがきれいな⼥の⼈を嫁にもらってくれて、,,
3.226,K7803231UP,a= aca arsoke an.,4.(A)= uncle.POSS opposite.side-place exist.SG,and we lived across the way from my uncle’s house.,おじの家の向かいに暮らすことになった。,,
3.227,K7803231UP,a= sautari ka yayramekotpa sinna sinna oka =an.,4.(A)= older.sister-PL-POSS even marry another another exist.PL =4.S,The sisters also got married and all of us lived separately.,姉さんたちもそれぞれ結婚し、私たちは別々に暮らしていた。,,
3.228,K7803231UP,ora pokor =an yakka,then child-have =4.S although,"When a child was born to my home,",そして、私に⼦どもが⽣まれると、,,
3.229,K7803231UP,"a= yuputari anak yaykata poutari omap ka somo ki no,",4.(A)= older.brother-PL-POSS TOP by.oneself child-PL-POSS cherish even NEG do and,"the brothers ignored their own children,",兄さんたちは⾃分の⼦どもたちをかわいがりもせず、,,
3.230.,K7803231UP,a= poutari patek i= koomap pa.,4.(A)= child-PL-POSS only 4.O= to.APPL-cherish PL,and adored only my child.,私の⼦どもばかりをかわいがった。,,
3.231,K7803231UP,kotan kor utar i= tukari emawrarpa.,village have kin/people 4.O= before at.APPL-NI.breath-hold-TR.PL,"The villagers respected me,",村⼈たちは私たちを敬い、,,
3.232,K7803231UP,"nep a= e rusuy nep a= e rusuy somo ki no,",what 4.A= eat DESID what 4.A= eat DESID NEG do and,and I never had to want for food or things.,何を⾷べたいとも思わず、,,
